Time,Volt_In
3035188,2248
3035189,1994
3035189,1741
3035190,1494
3035191,1297
3035192,1137
3035193,1050
3035194,1027
3035194,1065
3035195,1165
3035196,1338
3035197,1557
3035198,1797
3035199,2075
3035199,2313
3035200,2551
3035201,2760
3035202,2909
3035203,3003
3035204,3044
3035204,2996
3035205,2884
3035206,2706
3035207,2486
3035208,2251
3035209,1990
3035209,1742
3035210,1515
3035211,1315
3035212,1146
3035213,1049
3035214,1032
3035214,1063
3035215,1152
3035216,1317
3035217,1527
3035218,1784
3035219,2061
3035219,2286
3035220,2539
3035221,2749
3035222,2917
3035223,2999
3035224,3039
3035224,2981
3035225,2887
3035226,2723
3035227,2505
3035228,2269
3035229,2018
3035229,1743
3035230,1529
3035231,1319
3035232,1162
3035233,1058
3035234,1016
3035234,1045
3035235,1144
3035236,1307
3035237,1515
3035238,1755
3035239,1999
3035239,2233
3035240,2486
3035241,2710
3035242,2883
3035243,3012
3035243,3028
3035244,3007
3035245,2922
3035246,2764
3035247,2561
3035248,2320
3035248,2067
3035249,1818
3035250,1559
3035251,1370
3035252,1190
3035253,1078
3035253,1021
3035254,1036
3035255,1105
3035256,1235
3035257,1407
3035257,1630
3035258,1882
3035259,2121
3035260,2375
3035261,2598
3035261,2794
3035262,2926
3035263,3016
3035264,3022
3035265,2985
3035266,2860
3035266,2681
3035267,2450
3035268,2200
3035269,1946
3035270,1689
3035271,1452
3035271,1278
3035272,1127
3035273,1054
3035274,1036
3035275,1067
3035275,1157
3035276,1317
3035277,1514
3035278,1751
3035279,1996
3035279,2270
3035280,2507
3035281,2719
3035282,2881
3035283,2994
3035284,3034
3035284,2993
3035285,2906
3035286,2746
3035287,2548
3035288,2297
3035289,2046
3035289,1791
3035290,1540
3035291,1326
3035292,1167
3035293,1054
3035294,1023
3035294,1040
3035295,1133
3035296,1277
3035297,1474
3035298,1688
3035298,1934
3035299,2195
3035300,2446
3035301,2672
3035302,2870
3035303,2959
3035303,3020
3035304,3019
3035305,2935
3035306,2792
3035307,2615
3035308,2387
3035308,2125
3035309,1851
3035310,1606
3035311,1380
3035312,1207
3035313,1089
3035313,1023
3035314,1022
3035315,1114
3035316,1253
3035317,1471
3035318,1663
3035318,1921
3035319,2193
3035320,2440
3035321,2670
3035322,2865
3035323,2967
3035323,3026
3035324,3011
3035325,2940
3035326,2799
3035327,2616
3035328,2384
3035328,2138
3035329,1859
3035330,1623
3035331,1407
3035332,1231
3035333,1098
3035333,1021
3035334,1029
3035335,1102
3035336,1245
3035337,1416
3035338,1655
3035338,1903
3035339,2179
3035340,2420
3035341,2660
3035342,2825
3035343,2952
3035343,3021
3035344,3022
3035345,2954
3035346,2824
3035347,2629
3035348,2407
3035348,2143
3035349,1882
3035350,1636
3035351,1407
3035352,1233
3035353,1094
3035353,1026
3035354,1029
3035355,1104
3035356,1236
3035357,1416
3035358,1651
3035358,1905
3035359,2166
3035360,2423
3035361,2666
3035362,2822
3035363,2959
3035363,3023
3035364,3026
3035365,2949
3035366,2820
3035367,2632
3035368,2397
3035368,2145
3035369,1887
3035370,1637
3035371,1414
3035372,1234
3035373,1106
3035373,1041
3035374,1029
3035375,1091
3035376,1239
3035377,1403
3035378,1614
3035378,1889
3035379,2158
3035380,2408
3035381,2647
3035382,2811
3035383,2942
3035383,3010
3035384,3028
3035385,2969
3035386,2857
3035387,2696
3035387,2479
3035388,2223
3035389,1952
3035390,1710
3035391,1481
3035392,1272
3035392,1128
3035393,1040
3035394,1014
3035395,1079
3035396,1183
3035397,1359
3035397,1577
3035398,1830
3035399,2095
3035400,2366
3035401,2565
3035402,2776
3035402,2919
3035403,3017
3035404,3016
3035405,2999
3035406,2856
3035407,2693
3035407,2465
3035408,2253
3035409,1988
3035410,1729
3035411,1500
3035412,1288
3035412,1154
3035413,1056
3035414,1025
3035415,1064
3035416,1152
3035416,1327
3035417,1540
3035418,1780
3035419,2050
3035420,2293
3035421,2523
3035421,2739
3035422,2908
3035423,3003
3035424,3048
3035425,2996
3035426,2886
3035426,2736
3035427,2511
3035428,2275
3035429,2026
3035430,1764
3035431,1523
3035431,1309
3035432,1162
3035433,1057
3035434,1032
3035435,1054
3035436,1153
3035436,1291
3035437,1504
3035438,1753
3035439,1982
3035440,2233
3035441,2483
3035441,2715
3035442,2876
3035443,2998
3035444,3028
3035445,3015
3035446,2921
3035446,2768
3035447,2569
3035448,2324
3035449,2067
3035450,1816
3035451,1562
3035451,1357
3035452,1194
3035453,1072
3035454,1022
3035455,1041
3035455,1129
3035456,1265
3035457,1481
3035458,1688
3035459,1953
3035460,2223
3035460,2465
3035461,2684
3035462,2861
